,Country Code,Year,Median_age
1073,SEN,2004,16.8
1074,SRB,2004,39.5
1075,SYC,2004,27.0
1076,SLE,2004,16.8
1077,SGP,2004,35.0
1078,SXM,2004,32.0
1079,SVK,2004,34.2
1080,SVN,2004,38.3
1081,SLB,2004,17.7
1082,SOM,2004,15.1
1083,ZAF,2004,22.0
1084,KOR,2004,33.0
1085,SSD,2004,15.6
1086,ESP,2004,37.5
1087,LKA,2004,27.5
1088,SDN,2004,16.6
1089,SUR,2004,24.6
1090,SWE,2004,39.0
1091,CHE,2004,38.9
1092,SYR,2004,18.8
1093,TJK,2004,18.2
1094,TZA,2004,16.4
1095,THA,2004,31.8
1096,TGO,2004,17.5
1097,TON,2004,19.7
1098,TTO,2004,27.8
1099,TUN,2004,25.3
1100,TUR,2004,25.0
1101,TKM,2004,21.3
1102,TCA,2004,29.3
1103,TUV,2004,22.7
1104,UGA,2004,13.8
1105,UKR,2004,37.8
1106,ARE,2004,27.6
1107,GBR,2004,37.5
1108,USA,2004,34.9
1109,VIR,2004,35.5
1110,UMC,2004,29.5
1111,URY,2004,31.6
1112,UZB,2004,21.5
1113,VUT,2004,17.9
1114,VEN,2004,23.2
1115,VNM,2004,24.9
1116,WLD,2004,26.1
1117,YEM,2004,15.0
1118,ZMB,2004,15.0
1119,ZWE,2004,17.3
1120,AFG,2005,14.2
1121,ALB,2005,29.1
1122,DZA,2005,23.1
1123,ASM,2005,21.0
1124,AND,2005,36.8
1125,AGO,2005,15.9
1126,ATG,2005,28.8
1127,ARG,2005,27.7
1128,ARM,2005,30.1
1129,ABW,2005,35.4
1130,AUS,2005,35.5
1131,AUT,2005,38.9
1132,AZE,2005,26.0
1133,BHS,2005,27.2
1134,BHR,2005,26.7
1135,BGD,2005,21.0
1136,BRB,2005,34.0
1137,BLR,2005,37.0
1138,BEL,2005,39.1
1139,BLZ,2005,19.6
1140,BEN,2005,16.5
1141,BMU,2005,38.0
1142,BTN,2005,21.1
1143,BOL,2005,20.3
1144,BIH,2005,35.1
1145,BWA,2005,19.8
1146,BRA,2005,26.1
1147,VGB,2005,31.0
1148,BRN,2005,24.0
1149,BGR,2005,40.0
1150,BFA,2005,16.0
1151,BDI,2005,15.7
1152,KHM,2005,20.0
1153,CMR,2005,16.4
1154,CAN,2005,37.6
1155,CPV,2005,19.4
1156,CYM,2005,32.9
1157,CAF,2005,15.9
1158,TCD,2005,14.7
1159,CHI,2005,
1160,CHL,2005,29.9
1161,CHN,2005,31.7
1162,COL,2005,24.5
1163,COM,2005,16.1
1164,COG,2005,18.0
1165,CRI,2005,26.2
1166,CIV,2005,16.2
1167,HRV,2005,39.3
1168,CUB,2005,34.7
1169,CUW,2005,35.2
1170,CYP,2005,31.6
1171,CZE,2005,37.8
1172,COD,2005,15.7
1173,DNK,2005,38.5
1174,DJI,2005,19.8
1175,DMA,2005,28.6
1176,DOM,2005,22.6
1177,TLS,2005,17.2
1178,ECU,2005,22.4
1179,EGY,2005,21.2
1180,SLV,2005,21.7
1181,GNQ,2005,18.2
1182,ERI,2005,17.2
1183,EST,2005,38.3
1184,SWZ,2005,17.3
1185,ETH,2005,15.4
1186,FRO,2005,35.0
1187,FJI,2005,22.6
1188,FIN,2005,39.9
1189,FRA,2005,38.0
1190,PYF,2005,26.0
1191,GAB,2005,19.0
1192,GMB,2005,15.9
1193,GEO,2005,33.5
1194,DEU,2005,41.2
1195,GHA,2005,18.3
1196,GIB,2005,38.0
1197,GRC,2005,38.8
1198,GRL,2005,32.6
1199,GRD,2005,24.6
1200,GUM,2005,27.4
1201,GTM,2005,17.5
1202,GIN,2005,15.9
1203,GNB,2005,16.7
1204,GUY,2005,22.0
1205,HTI,2005,19.2
1206,HIC,2005,36.7
1207,HND,2005,18.2
1208,HKG,2005,37.8
1209,HUN,2005,37.9
1210,ISL,2005,33.2
1211,IND,2005,22.6
1212,IDN,2005,25.3
1213,IRN,2005,23.6
1214,IRQ,2005,17.5
1215,IRL,2005,32.4
1216,IMN,2005,39.9
1217,ISR,2005,27.7
1218,ITA,2005,40.8
1219,JAM,2005,23.5
1220,JPN,2005,42.4
1221,JOR,2005,19.4
1222,KAZ,2005,27.7
1223,KEN,2005,16.4
1224,KIR,2005,19.0
1225,XKX,2005,23.0
1226,KWT,2005,27.4
1227,KGZ,2005,21.8
1228,LAO,2005,18.4
1229,LCN,2005,24.7
1230,LVA,2005,38.9
1231,LDC,2005,17.4
1232,LBN,2005,25.0
1233,LSO,2005,19.1
1234,LBR,2005,17.5
1235,LBY,2005,22.5
1236,LIE,2005,37.5
1237,LTU,2005,37.6
1238,LIC,2005,16.3
1239,LMC,2005,21.8
1240,LUX,2005,37.2
1241,MAC,2005,33.4
1242,MDG,2005,16.5
1243,MWI,2005,15.9
1244,MYS,2005,23.4
1245,MDV,2005,20.4
1246,MLI,2005,15.5
1247,MLT,2005,37.7
1248,MHL,2005,18.1
1249,MRT,2005,16.8
1250,MUS,2005,29.5
1251,MEX,2005,23.3
1252,FSM,2005,19.5
1253,MDA,2005,32.0
1254,MCO,2005,45.5
1255,MNG,2005,22.7
1256,MNE,2005,33.6
1257,MAR,2005,23.0
1258,MOZ,2005,16.3
1259,MMR,2005,24.2
1260,NAM,2005,18.4
1261,NRU,2005,19.8
1262,NPL,2005,19.1
1263,NLD,2005,38.1
1264,NCL,2005,27.5
1265,NZL,2005,34.5
1266,NIC,2005,19.5
1267,NER,2005,14.8
1268,NGA,2005,17.0
1269,PRK,2005,31.3
1270,MKD,2005,32.9
1271,MNP,2005,28.5
1272,NOR,2005,36.9
1273,OMN,2005,21.4
1274,PAK,2005,17.9
1275,PLW,2005,31.3
1276,PSE,2005,15.8
1277,PAN,2005,24.6
1278,PNG,2005,19.1
1279,PRY,2005,20.4
1280,PER,2005,23.1
1281,PHL,2005,20.8
1282,POL,2005,35.6
1283,PRT,2005,38.5
1284,PRI,2005,33.5
1285,QAT,2005,29.6
1286,ROU,2005,35.8
1287,RUS,2005,36.4
1288,RWA,2005,16.8
1289,KNA,2005,27.5
1290,LCA,2005,26.0
1291,MAF,2005,29.0
1292,VCT,2005,25.3
1293,WSM,2005,18.9
1294,SMR,2005,39.2
1295,STP,2005,17.4
1296,SAU,2005,23.2
1297,SEN,2005,16.9
1298,SRB,2005,39.7
1299,SYC,2005,27.3
1300,SLE,2005,16.9
1301,SGP,2005,35.3
1302,SXM,2005,32.4
1303,SVK,2005,34.5
1304,SVN,2005,38.7
1305,SLB,2005,17.8
1306,SOM,2005,15.1
1307,ZAF,2005,22.3
1308,KOR,2005,33.6
1309,SSD,2005,15.7
1310,ESP,2005,37.7
1311,LKA,2005,27.8
1312,SDN,2005,16.8
1313,SUR,2005,24.7
1314,SWE,2005,39.2
1315,CHE,2005,39.2
1316,SYR,2005,19.0
1317,TJK,2005,18.5
1318,TZA,2005,16.4
1319,THA,2005,32.3
1320,TGO,2005,17.5
1321,TON,2005,19.8
1322,TTO,2005,28.2
1323,TUN,2005,25.7
1324,TUR,2005,25.3
1325,TKM,2005,21.6
1326,TCA,2005,29.8
1327,TUV,2005,22.8
1328,UGA,2005,13.8
1329,UKR,2005,37.9
1330,ARE,2005,27.8
1331,GBR,2005,37.7
1332,USA,2005,35.1
1333,VIR,2005,36.1
1334,UMC,2005,29.9
1335,URY,2005,31.8
1336,UZB,2005,21.8
1337,VUT,2005,18.1
1338,VEN,2005,23.4
1339,VNM,2005,25.4
1340,WLD,2005,26.3
1341,YEM,2005,15.2
1342,ZMB,2005,15.0
1343,ZWE,2005,17.3
1344,AFG,2006,14.3
1345,ALB,2006,29.7
1346,DZA,2006,23.5
1347,ASM,2006,21.2
1348,AND,2006,36.9
1349,AGO,2006,15.9
1350,ATG,2006,29.2
1351,ARG,2006,28.0
1352,ARM,2006,30.3
1353,ABW,2006,35.8
1354,AUS,2006,35.7
1355,AUT,2006,39.3
1356,AZE,2006,26.2
1357,BHS,2006,27.5
1358,BHR,2006,27.0
1359,BGD,2006,21.2
1360,BRB,2006,34.4
1361,BLR,2006,37.2
1362,BEL,2006,39.4
1363,BLZ,2006,19.8
1364,BEN,2006,16.6
1365,BMU,2006,38.4
1366,BTN,2006,21.5
1367,BOL,2006,20.5
1368,BIH,2006,35.6
1369,BWA,2006,20.0
1370,BRA,2006,26.5
1371,VGB,2006,31.3
1372,BRN,2006,24.4
1373,BGR,2006,40.3
1374,BFA,2006,16.0
1375,BDI,2006,15.8
1376,KHM,2006,20.4
1377,CMR,2006,16.5
1378,CAN,2006,37.9
1379,CPV,2006,19.8
1380,CYM,2006,33.2
1381,CAF,2006,15.9
1382,TCD,2006,14.7
1383,CHI,2006,
1384,CHL,2006,30.2
1385,CHN,2006,32.3
1386,COL,2006,24.9
1387,COM,2006,16.4
1388,COG,2006,18.2
1389,CRI,2006,26.6
1390,CIV,2006,16.2
1391,HRV,2006,39.7
1392,CUB,2006,35.2
1393,CUW,2006,35.6
1394,CYP,2006,31.8
1395,CZE,2006,38.0
1396,COD,2006,15.8
1397,DNK,2006,38.8
1398,DJI,2006,19.9
1399,DMA,2006,28.9
1400,DOM,2006,22.8
1401,TLS,2006,17.2
1402,ECU,2006,22.7
1403,EGY,2006,21.5
1404,SLV,2006,21.9
1405,GNQ,2006,18.5
1406,ERI,2006,17.1
1407,EST,2006,38.5
1408,SWZ,2006,17.5
1409,ETH,2006,15.5
1410,FRO,2006,35.3
1411,FJI,2006,22.9
1412,FIN,2006,40.2
1413,FRA,2006,38.2
1414,PYF,2006,26.3
1415,GAB,2006,19.2
1416,GMB,2006,15.9
1417,GEO,2006,33.8
1418,DEU,2006,41.6
1419,GHA,2006,18.5
1420,GIB,2006,38.1
1421,GRC,2006,39.1
1422,GRL,2006,32.7
1423,GRD,2006,25.0
1424,GUM,2006,27.7
1425,GTM,2006,17.7
1426,GIN,2006,16.0
1427,GNB,2006,16.8
1428,GUY,2006,22.2
1429,HTI,2006,19.4
1430,HIC,2006,36.9
1431,HND,2006,18.4
1432,HKG,2006,38.3
1433,HUN,2006,38.1
1434,ISL,2006,33.5
1435,IND,2006,22.9
1436,IDN,2006,25.6
1437,IRN,2006,24.2
1438,IRQ,2006,17.5
1439,IRL,2006,32.4
1440,IMN,2006,40.2
1441,ISR,2006,27.9
1442,ITA,2006,41.2
1443,JAM,2006,23.9
1444,JPN,2006,42.8
1445,JOR,2006,19.6
1446,KAZ,2006,27.8
1447,KEN,2006,16.6
1448,KIR,2006,19.2
1449,XKX,2006,23.5
1450,KWT,2006,27.5
1451,KGZ,2006,22.0
1452,LAO,2006,18.7
1453,LCN,2006,25.0
1454,LVA,2006,39.1
1455,LDC,2006,17.5
1456,LBN,2006,25.4
1457,LSO,2006,19.2
1458,LBR,2006,17.5
1459,LBY,2006,22.8
1460,LIE,2006,37.9
1461,LTU,2006,38.1
1462,LIC,2006,16.3
1463,LMC,2006,22.1
1464,LUX,2006,37.4
1465,MAC,2006,33.7
1466,MDG,2006,16.6
1467,MWI,2006,15.8
1468,MYS,2006,23.7
1469,MDV,2006,21.0
1470,MLI,2006,15.5
1471,MLT,2006,38.1
1472,MHL,2006,18.5
1473,MRT,2006,16.8
1474,MUS,2006,29.8
1475,MEX,2006,23.6
1476,FSM,2006,19.8
1477,MDA,2006,32.2
1478,MCO,2006,45.8
1479,MNG,2006,23.1
1480,MNE,2006,33.9
1481,MAR,2006,23.4
1482,MOZ,2006,16.2
1483,MMR,2006,24.5
1484,NAM,2006,18.6
1485,NRU,2006,20.0
1486,NPL,2006,19.3
1487,NLD,2006,38.4
1488,NCL,2006,27.9
1489,NZL,2006,34.8
1490,NIC,2006,19.7
1491,NER,2006,14.7
1492,NGA,2006,16.9
1493,PRK,2006,31.7
1494,MKD,2006,33.2
1495,MNP,2006,29.3
1496,NOR,2006,37.1
1497,OMN,2006,21.9
1498,PAK,2006,18.1
1499,PLW,2006,31.8
1500,PSE,2006,16.1
1501,PAN,2006,24.9
1502,PNG,2006,19.2
1503,PRY,2006,20.7
1504,PER,2006,23.5
1505,PHL,2006,20.9
1506,POL,2006,35.9
1507,PRT,2006,38.9
1508,PRI,2006,34.0
1509,QAT,2006,29.1
1510,ROU,2006,36.3
1511,RUS,2006,36.5
1512,RWA,2006,17.0
1513,KNA,2006,27.9
1514,LCA,2006,26.5
1515,MAF,2006,29.1
1516,VCT,2006,25.8
1517,WSM,2006,19.0
1518,SMR,2006,39.2
1519,STP,2006,17.5
1520,SAU,2006,23.5
1521,SEN,2006,16.9
1522,SRB,2006,39.9
1523,SYC,2006,27.7
1524,SLE,2006,16.9
1525,SGP,2006,35.6
1526,SXM,2006,32.7
1527,SVK,2006,34.8
1528,SVN,2006,39.1
1529,SLB,2006,17.9
1530,SOM,2006,14.9
1531,ZAF,2006,22.5
1532,KOR,2006,34.2
1533,SSD,2006,16.0
1534,ESP,2006,37.9
1535,LKA,2006,28.0
1536,SDN,2006,17.0
1537,SUR,2006,24.8
1538,SWE,2006,39.3
1539,CHE,2006,39.6
1540,SYR,2006,19.5
1541,TJK,2006,18.8
1542,TZA,2006,16.4
1543,THA,2006,32.7
1544,TGO,2006,17.6
1545,TON,2006,19.8
1546,TTO,2006,28.6
1547,TUN,2006,26.2
1548,TUR,2006,25.7
1549,TKM,2006,21.9
1550,TCA,2006,30.3
1551,TUV,2006,22.8
1552,UGA,2006,13.8
1553,UKR,2006,38.0
1554,ARE,2006,27.1
1555,GBR,2006,37.9
1556,USA,2006,35.3
1557,VIR,2006,36.5
1558,UMC,2006,30.2
1559,URY,2006,32.0
1560,UZB,2006,22.2
1561,VUT,2006,18.3
1562,VEN,2006,23.7
1563,VNM,2006,25.9
1564,WLD,2006,26.5
1565,YEM,2006,15.4
1566,ZMB,2006,15.1
1567,ZWE,2006,17.3
1568,AFG,2007,14.1
1569,ALB,2007,30.4
1570,DZA,2007,23.9
1571,ASM,2007,21.4
1572,AND,2007,37.0
1573,AGO,2007,15.9
1574,ATG,2007,29.5
1575,ARG,2007,28.2
1576,ARM,2007,30.6
1577,ABW,2007,36.2
1578,AUS,2007,35.8
1579,AUT,2007,39.7
1580,AZE,2007,26.4
1581,BHS,2007,27.7
1582,BHR,2007,27.4
1583,BGD,2007,21.4
1584,BRB,2007,34.7
1585,BLR,2007,37.5
1586,BEL,2007,39.5
1587,BLZ,2007,20.1
1588,BEN,2007,16.6
1589,BMU,2007,38.8
1590,BTN,2007,21.8
1591,BOL,2007,20.6
1592,BIH,2007,36.1
1593,BWA,2007,20.3
1594,BRA,2007,26.9
1595,VGB,2007,31.6
1596,BRN,2007,24.9
1597,BGR,2007,40.5
1598,BFA,2007,16.0
1599,BDI,2007,15.9
1600,KHM,2007,20.8
1601,CMR,2007,16.5
1602,CAN,2007,38.1
1603,CPV,2007,20.3
1604,CYM,2007,33.5
1605,CAF,2007,15.8
1606,TCD,2007,14.6
1607,CHI,2007,
1608,CHL,2007,30.6
1609,CHN,2007,32.8
1610,COL,2007,25.3
1611,COM,2007,16.7
1612,COG,2007,18.3
1613,CRI,2007,26.9
1614,CIV,2007,16.3
1615,HRV,2007,40.0
1616,CUB,2007,35.8
1617,CUW,2007,35.9
1618,CYP,2007,32.0
1619,CZE,2007,38.1
1620,COD,2007,15.8
1621,DNK,2007,39.0
1622,DJI,2007,20.2
1623,DMA,2007,29.3
1624,DOM,2007,23.1
1625,TLS,2007,17.3
1626,ECU,2007,22.9
1627,EGY,2007,21.7
1628,SLV,2007,22.1
1629,GNQ,2007,18.7
1630,ERI,2007,17.1
1631,EST,2007,38.7
1632,SWZ,2007,17.7
1633,ETH,2007,15.6
1634,FRO,2007,35.6
1635,FJI,2007,23.3
1636,FIN,2007,40.4
1637,FRA,2007,38.4
1638,PYF,2007,26.5
1639,GAB,2007,19.5
1640,GMB,2007,15.9
1641,GEO,2007,34.0
1642,DEU,2007,42.0
1643,GHA,2007,18.7
1644,GIB,2007,38.2
1645,GRC,2007,39.5
1646,GRL,2007,32.7
1647,GRD,2007,25.4
1648,GUM,2007,27.9
1649,GTM,2007,17.9
1650,GIN,2007,16.0
1651,GNB,2007,16.8
1652,GUY,2007,22.4
1653,HTI,2007,19.7
1654,HIC,2007,37.2
1655,HND,2007,18.7
1656,HKG,2007,38.8
1657,HUN,2007,38.2
1658,ISL,2007,33.6
1659,IND,2007,23.1
1660,IDN,2007,25.8
1661,IRN,2007,24.7
1662,IRQ,2007,17.6
1663,IRL,2007,32.3
1664,IMN,2007,40.5
1665,ISR,2007,28.1
1666,ITA,2007,41.5
1667,JAM,2007,24.2
1668,JPN,2007,43.1
1669,JOR,2007,19.8
1670,KAZ,2007,27.9
1671,KEN,2007,16.7
1672,KIR,2007,19.5
1673,XKX,2007,24.0
1674,KWT,2007,27.7
1675,KGZ,2007,22.1
1676,LAO,2007,19.1
1677,LCN,2007,25.4
1678,LVA,2007,39.4
1679,LDC,2007,17.6
1680,LBN,2007,25.8
1681,LSO,2007,19.4
1682,LBR,2007,17.4
1683,LBY,2007,23.2
1684,LIE,2007,38.4
1685,LTU,2007,38.6
1686,LIC,2007,16.4
1687,LMC,2007,22.3
1688,LUX,2007,37.5
1689,MAC,2007,34.0
1690,MDG,2007,16.7
1691,MWI,2007,15.8
1692,MYS,2007,23.9
1693,MDV,2007,21.6
1694,MLI,2007,15.5
1695,MLT,2007,38.5
1696,MHL,2007,18.8
1697,MRT,2007,16.8
1698,MUS,2007,30.2
1699,MEX,2007,24.0
1700,FSM,2007,20.0
1701,MDA,2007,32.5
1702,MCO,2007,46.2
1703,MNG,2007,23.5
1704,MNE,2007,34.2
1705,MAR,2007,23.8
1706,MOZ,2007,16.2
1707,MMR,2007,24.8
1708,NAM,2007,18.7
1709,NRU,2007,20.2
1710,NPL,2007,19.5
1711,NLD,2007,38.8
1712,NCL,2007,28.3
1713,NZL,2007,35.1
1714,NIC,2007,20.0
1715,NER,2007,14.6
1716,NGA,2007,16.9
1717,PRK,2007,32.0
1718,MKD,2007,33.5
1719,MNP,2007,30.1
1720,NOR,2007,37.3
1721,OMN,2007,22.4
1722,PAK,2007,18.2
1723,PLW,2007,32.2
1724,PSE,2007,16.3
1725,PAN,2007,25.1
1726,PNG,2007,19.3
1727,PRY,2007,21.0
1728,PER,2007,23.8
1729,PHL,2007,21.1
1730,POL,2007,36.2
1731,PRT,2007,39.3
1732,PRI,2007,34.6
1733,QAT,2007,28.9
1734,ROU,2007,36.8
1735,RUS,2007,36.6
1736,RWA,2007,17.2
1737,KNA,2007,28.2
1738,LCA,2007,27.1
1739,MAF,2007,29.2
1740,VCT,2007,26.4
1741,WSM,2007,19.1
1742,SMR,2007,39.5
1743,STP,2007,17.6
1744,SAU,2007,23.8
1745,SEN,2007,17.0
1746,SRB,2007,40.2
1747,SYC,2007,28.1
1748,SLE,2007,16.9
1749,SGP,2007,35.8
1750,SXM,2007,33.1
1751,SVK,2007,35.1
1752,SVN,2007,39.4
1753,SLB,2007,18.0
1754,SOM,2007,14.8
1755,ZAF,2007,22.8
1756,KOR,2007,34.8
1757,SSD,2007,16.4
1758,ESP,2007,38.1
1759,LKA,2007,28.3
1760,SDN,2007,17.2
1761,SUR,2007,25.0
1762,SWE,2007,39.5
1763,CHE,2007,39.9
1764,SYR,2007,20.1
1765,TJK,2007,19.1
1766,TZA,2007,16.4
1767,THA,2007,33.1
1768,TGO,2007,17.7
1769,TON,2007,19.8
1770,TTO,2007,29.0
1771,TUN,2007,26.6
1772,TUR,2007,26.1
1773,TKM,2007,22.2
1774,TCA,2007,30.8
1775,TUV,2007,22.9
1776,UGA,2007,13.8
1777,UKR,2007,38.1
1778,ARE,2007,26.2
1779,GBR,2007,38.0
1780,USA,2007,35.5
1781,VIR,2007,37.0
1782,UMC,2007,30.6
1783,URY,2007,32.2
1784,UZB,2007,22.5
1785,VUT,2007,18.6
1786,VEN,2007,24.0
1787,VNM,2007,26.4
1788,WLD,2007,26.7
1789,YEM,2007,15.7
1790,ZMB,2007,15.2
1791,ZWE,2007,17.3
1792,AFG,2008,14.0
1793,ALB,2008,31.0
1794,DZA,2008,24.3
1795,ASM,2008,21.4
1796,AND,2008,37.1
1797,AGO,2008,15.9
1798,ATG,2008,29.7
1799,ARG,2008,28.4
1800,ARM,2008,30.8
1801,ABW,2008,36.5
1802,AUS,2008,35.8
1803,AUT,2008,40.1
1804,AZE,2008,26.6
1805,BHS,2008,28.0
1806,BHR,2008,27.9
1807,BGD,2008,21.7
1808,BRB,2008,35.0
1809,BLR,2008,37.7
1810,BEL,2008,39.7
1811,BLZ,2008,20.3
1812,BEN,2008,16.7
1813,BMU,2008,39.2
1814,BTN,2008,22.2
1815,BOL,2008,20.8
1816,BIH,2008,36.6
1817,BWA,2008,20.5
1818,BRA,2008,27.3
1819,VGB,2008,31.9
1820,BRN,2008,25.4
1821,BGR,2008,40.6
1822,BFA,2008,16.0
1823,BDI,2008,16.1
1824,KHM,2008,21.2
1825,CMR,2008,16.6
1826,CAN,2008,38.3
1827,CPV,2008,20.8
1828,CYM,2008,33.8
1829,CAF,2008,15.8
1830,TCD,2008,14.6
1831,CHI,2008,
1832,CHL,2008,31.0
1833,CHN,2008,33.2
1834,COL,2008,25.6
1835,COM,2008,16.9
1836,COG,2008,18.4
1837,CRI,2008,27.3
1838,CIV,2008,16.5
1839,HRV,2008,40.3
1840,CUB,2008,36.3
1841,CUW,2008,36.3
1842,CYP,2008,32.3
1843,CZE,2008,38.3
1844,COD,2008,15.7
1845,DNK,2008,39.2
1846,DJI,2008,20.4
1847,DMA,2008,29.6
1848,DOM,2008,23.4
1849,TLS,2008,17.5
1850,ECU,2008,23.2
1851,EGY,2008,21.9
1852,SLV,2008,22.3
1853,GNQ,2008,19.0
1854,ERI,2008,17.2
1855,EST,2008,38.8
1856,SWZ,2008,17.9
1857,ETH,2008,15.8
1858,FRO,2008,35.9
1859,FJI,2008,23.5
1860,FIN,2008,40.7
1861,FRA,2008,38.7
1862,PYF,2008,26.9
1863,GAB,2008,19.7
1864,GMB,2008,15.9
1865,GEO,2008,34.2
1866,DEU,2008,42.4
1867,GHA,2008,18.9
1868,GIB,2008,38.3
1869,GRC,2008,39.8
1870,GRL,2008,32.7
1871,GRD,2008,25.8
1872,GUM,2008,28.1
1873,GTM,2008,18.2
1874,GIN,2008,16.1
1875,GNB,2008,16.9
1876,GUY,2008,22.6
1877,HTI,2008,19.9
1878,HIC,2008,37.4
1879,HND,2008,19.0
1880,HKG,2008,39.2
1881,HUN,2008,38.5
1882,ISL,2008,33.5
1883,IND,2008,23.4
1884,IDN,2008,26.1
1885,IRN,2008,25.3
1886,IRQ,2008,17.7
1887,IRL,2008,32.5
1888,IMN,2008,40.7
1889,ISR,2008,28.2
1890,ITA,2008,41.8
1891,JAM,2008,24.6
1892,JPN,2008,43.5
1893,JOR,2008,20.0
1894,KAZ,2008,28.0
1895,KEN,2008,16.8
1896,KIR,2008,19.7
1897,XKX,2008,24.5
1898,KWT,2008,27.9
1899,KGZ,2008,22.3
1900,LAO,2008,19.4
1901,LCN,2008,25.7
1902,LVA,2008,39.7
1903,LDC,2008,17.7
1904,LBN,2008,26.2
1905,LSO,2008,19.6
1906,LBR,2008,17.4
1907,LBY,2008,23.6
1908,LIE,2008,38.9
1909,LTU,2008,39.0
1910,LIC,2008,16.5
1911,LMC,2008,22.5
1912,LUX,2008,37.7
1913,MAC,2008,34.4
1914,MDG,2008,16.8
1915,MWI,2008,15.7
1916,MYS,2008,24.3
1917,MDV,2008,22.2
1918,MLI,2008,15.4
1919,MLT,2008,38.8
1920,MHL,2008,19.1
1921,MRT,2008,16.9
1922,MUS,2008,30.7
1923,MEX,2008,24.3
1924,FSM,2008,20.2
1925,MDA,2008,32.7
1926,MCO,2008,46.7
1927,MNG,2008,23.8
1928,MNE,2008,34.6
1929,MAR,2008,24.2
1930,MOZ,2008,16.2
1931,MMR,2008,25.1
1932,NAM,2008,18.9
1933,NRU,2008,20.4
1934,NPL,2008,19.7
1935,NLD,2008,39.1
1936,NCL,2008,28.6
1937,NZL,2008,35.4
1938,NIC,2008,20.3
1939,NER,2008,14.5
1940,NGA,2008,16.8
1941,PRK,2008,32.3
1942,MKD,2008,33.8
1943,MNP,2008,30.8
1944,NOR,2008,37.4
1945,OMN,2008,23.0
1946,PAK,2008,18.4
1947,PLW,2008,32.5
1948,PSE,2008,16.6
1949,PAN,2008,25.4
1950,PNG,2008,19.5
1951,PRY,2008,21.3
1952,PER,2008,24.2
1953,PHL,2008,21.3
1954,POL,2008,36.4
1955,PRT,2008,39.7
1956,PRI,2008,35.1
1957,QAT,2008,28.8
1958,ROU,2008,37.3
1959,RUS,2008,36.7
1960,RWA,2008,17.3
1961,KNA,2008,28.6
1962,LCA,2008,27.6
1963,MAF,2008,29.5
1964,VCT,2008,26.9
1965,WSM,2008,19.1
1966,SMR,2008,40.4
1967,STP,2008,17.6
1968,SAU,2008,24.2
1969,SEN,2008,17.0
1970,SRB,2008,40.4
1971,SYC,2008,28.5
1972,SLE,2008,17.0
1973,SGP,2008,36.1
1974,SXM,2008,33.5
1975,SVK,2008,35.5
1976,SVN,2008,39.7
1977,SLB,2008,18.1
1978,SOM,2008,14.7
1979,ZAF,2008,23.0
1980,KOR,2008,35.5
1981,SSD,2008,16.8
1982,ESP,2008,38.3
1983,LKA,2008,28.6
1984,SDN,2008,17.4
1985,SUR,2008,25.2
1986,SWE,2008,39.6
1987,CHE,2008,40.1
1988,SYR,2008,20.5
1989,TJK,2008,19.3
1990,TZA,2008,16.4
1991,THA,2008,33.6
1992,TGO,2008,17.8
1993,TON,2008,20.0
1994,TTO,2008,29.4
1995,TUN,2008,27.0
1996,TUR,2008,26.4
1997,TKM,2008,22.5
1998,TCA,2008,31.4
1999,TUV,2008,23.0
2000,UGA,2008,13.9
2001,UKR,2008,38.1
2002,ARE,2008,25.8
2003,GBR,2008,38.2
2004,USA,2008,35.7
2005,VIR,2008,37.4
2006,UMC,2008,30.9
2007,URY,2008,32.5
2008,UZB,2008,22.8
2009,VUT,2008,18.8
2010,VEN,2008,24.2
2011,VNM,2008,26.9
2012,WLD,2008,26.9
2013,YEM,2008,16.0
2014,ZMB,2008,15.3
2015,ZWE,2008,17.3
2016,AFG,2009,14.3
2017,ALB,2009,31.6
2018,DZA,2009,24.7
2019,ASM,2009,21.4
2020,AND,2009,37.1
2021,AGO,2009,16.0
2022,ATG,2009,30.0
2023,ARG,2009,28.7
2024,ARM,2009,31.0
2025,ABW,2009,36.9
2026,AUS,2009,35.9
2027,AUT,2009,40.4
2028,AZE,2009,26.9
2029,BHS,2009,28.2
2030,BHR,2009,28.5
2031,BGD,2009,21.9
2032,BRB,2009,35.3
2033,BLR,2009,37.9
2034,BEL,2009,39.8
2035,BLZ,2009,20.6
2036,BEN,2009,16.7
2037,BMU,2009,39.5
2038,BTN,2009,22.5
2039,BOL,2009,21.0
2040,BIH,2009,37.0
2041,BWA,2009,20.8
2042,BRA,2009,27.7
2043,VGB,2009,32.2
2044,BRN,2009,25.9
2045,BGR,2009,40.8
2046,BFA,2009,16.0
2047,BDI,2009,16.3
2048,KHM,2009,21.6
2049,CMR,2009,16.7
2050,CAN,2009,38.5
2051,CPV,2009,21.3
2052,CYM,2009,34.1
2053,CAF,2009,15.7
2054,TCD,2009,14.6
2055,CHI,2009,
2056,CHL,2009,31.3
2057,CHN,2009,33.7
2058,COL,2009,26.0
2059,COM,2009,17.2
2060,COG,2009,18.5
2061,CRI,2009,27.7
2062,CIV,2009,16.6
2063,HRV,2009,40.6
2064,CUB,2009,36.8
2065,CUW,2009,36.7
2066,CYP,2009,32.6
2067,CZE,2009,38.5
2068,COD,2009,15.7
2069,DNK,2009,39.4
2070,DJI,2009,20.6
2071,DMA,2009,30.0
2072,DOM,2009,23.7
2073,TLS,2009,17.7
2074,ECU,2009,23.5
